epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,500.825,0.63221,2.51507,1.2569,0.52652,0.68253,0.71861,0.62803,0.52179,2.39265,0.86548,0.000255575,0.000255575,0.000255575
